Abilities,Name,Pokedex Number,Stat,Type1,Type2,Against Bug,Against Dark,Against Dragon,Against Electric,Against Fairy,Against Fight,Against Fire,Against Flying,Against Ghost,Against Grass,Against Ground,Against Ice,Against Normal,Against Poison,Against Psychic,Against Rock,Against Steel,Against Water,Base Total,Capture Rate,Generation,Height M,Is Legendary,Percentage Male,Value,Weight Kg
"['Swift Swim', 'Battle Armor', 'Weak Armor']",Kabutops,141,Sp Attack,rock,water,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,495,45,1,1.3,0,88.1,65,40.5
"['Swift Swim', 'Battle Armor', 'Weak Armor']",Kabutops,141,Sp Defense,rock,water,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,495,45,1,1.3,0,88.1,70,40.5
"['Swift Swim', 'Battle Armor', 'Weak Armor']",Kabutops,141,Speed,rock,water,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,495,45,1,1.3,0,88.1,80,40.5
"['Rock Head', 'Pressure', 'Unnerve']",Aerodactyl,142,Attack,rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,615,45,1,1.8,0,88.1,135,59
"['Rock Head', 'Pressure', 'Unnerve']",Aerodactyl,142,Defense,rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,615,45,1,1.8,0,88.1,85,59
"['Rock Head', 'Pressure', 'Unnerve']",Aerodactyl,142,Hp,rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,615,45,1,1.8,0,88.1,80,59
"['Rock Head', 'Pressure', 'Unnerve']",Aerodactyl,142,Sp Attack,rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,615,45,1,1.8,0,88.1,70,59
"['Rock Head', 'Pressure', 'Unnerve']",Aerodactyl,142,Sp Defense,rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,615,45,1,1.8,0,88.1,95,59
"['Rock Head', 'Pressure', 'Unnerve']",Aerodactyl,142,Speed,rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,615,45,1,1.8,0,88.1,150,59
"['Immunity', 'Thick Fat', 'Gluttony']",Snorlax,143,Attack,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,540,25,1,2.1,0,88.1,110,460
"['Immunity', 'Thick Fat', 'Gluttony']",Snorlax,143,Defense,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,540,25,1,2.1,0,88.1,65,460
"['Immunity', 'Thick Fat', 'Gluttony']",Snorlax,143,Hp,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,540,25,1,2.1,0,88.1,160,460
"['Immunity', 'Thick Fat', 'Gluttony']",Snorlax,143,Sp Attack,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,540,25,1,2.1,0,88.1,65,460
"['Immunity', 'Thick Fat', 'Gluttony']",Snorlax,143,Sp Defense,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,540,25,1,2.1,0,88.1,110,460
"['Immunity', 'Thick Fat', 'Gluttony']",Snorlax,143,Speed,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,540,25,1,2.1,0,88.1,30,460
"['Pressure', 'Snow Cloak']",Articuno,144,Attack,ice,flying,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,580,3,1,1.7,1,0,85,55.4
"['Pressure', 'Snow Cloak']",Articuno,144,Defense,ice,flying,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,580,3,1,1.7,1,0,100,55.4
"['Pressure', 'Snow Cloak']",Articuno,144,Hp,ice,flying,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,580,3,1,1.7,1,0,90,55.4
"['Pressure', 'Snow Cloak']",Articuno,144,Sp Attack,ice,flying,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,580,3,1,1.7,1,0,95,55.4
"['Pressure', 'Snow Cloak']",Articuno,144,Sp Defense,ice,flying,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,580,3,1,1.7,1,0,125,55.4
"['Pressure', 'Snow Cloak']",Articuno,144,Speed,ice,flying,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,580,3,1,1.7,1,0,85,55.4
"['Pressure', 'Static']",Zapdos,145,Attack,electric,flying,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,580,3,1,1.6,1,0,90,52.6
"['Pressure', 'Static']",Zapdos,145,Defense,electric,flying,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,580,3,1,1.6,1,0,85,52.6
"['Pressure', 'Static']",Zapdos,145,Hp,electric,flying,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,580,3,1,1.6,1,0,90,52.6
"['Pressure', 'Static']",Zapdos,145,Sp Attack,electric,flying,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,580,3,1,1.6,1,0,125,52.6
"['Pressure', 'Static']",Zapdos,145,Sp Defense,electric,flying,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,580,3,1,1.6,1,0,90,52.6
"['Pressure', 'Static']",Zapdos,145,Speed,electric,flying,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,580,3,1,1.6,1,0,100,52.6
"['Pressure', 'Flame Body']",Moltres,146,Attack,fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,580,3,1,2,1,0,100,60
"['Pressure', 'Flame Body']",Moltres,146,Defense,fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,580,3,1,2,1,0,90,60
"['Pressure', 'Flame Body']",Moltres,146,Hp,fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,580,3,1,2,1,0,90,60
"['Pressure', 'Flame Body']",Moltres,146,Sp Attack,fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,580,3,1,2,1,0,125,60
"['Pressure', 'Flame Body']",Moltres,146,Sp Defense,fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,580,3,1,2,1,0,85,60
"['Pressure', 'Flame Body']",Moltres,146,Speed,fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,580,3,1,2,1,0,90,60
"['Shed Skin', 'Marvel Scale']",Dratini,147,Attack,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,300,45,1,1.8,0,50,64,3.3
"['Shed Skin', 'Marvel Scale']",Dratini,147,Defense,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,300,45,1,1.8,0,50,45,3.3
"['Shed Skin', 'Marvel Scale']",Dratini,147,Hp,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,300,45,1,1.8,0,50,41,3.3
"['Shed Skin', 'Marvel Scale']",Dratini,147,Sp Attack,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,300,45,1,1.8,0,50,50,3.3
"['Shed Skin', 'Marvel Scale']",Dratini,147,Sp Defense,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,300,45,1,1.8,0,50,50,3.3
"['Shed Skin', 'Marvel Scale']",Dratini,147,Speed,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,300,45,1,1.8,0,50,50,3.3
"['Shed Skin', 'Marvel Scale']",Dragonair,148,Attack,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,420,45,1,4,0,50,84,16.5
"['Shed Skin', 'Marvel Scale']",Dragonair,148,Defense,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,420,45,1,4,0,50,65,16.5
"['Shed Skin', 'Marvel Scale']",Dragonair,148,Hp,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,420,45,1,4,0,50,61,16.5
"['Shed Skin', 'Marvel Scale']",Dragonair,148,Sp Attack,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,420,45,1,4,0,50,70,16.5
"['Shed Skin', 'Marvel Scale']",Dragonair,148,Sp Defense,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,420,45,1,4,0,50,70,16.5
"['Shed Skin', 'Marvel Scale']",Dragonair,148,Speed,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,420,45,1,4,0,50,70,16.5
"['Inner Focus', 'Multiscale']",Dragonite,149,Attack,dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,600,45,1,2.2,0,50,134,210
"['Inner Focus', 'Multiscale']",Dragonite,149,Defense,dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,600,45,1,2.2,0,50,95,210
"['Inner Focus', 'Multiscale']",Dragonite,149,Hp,dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,600,45,1,2.2,0,50,91,210
"['Inner Focus', 'Multiscale']",Dragonite,149,Sp Attack,dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,600,45,1,2.2,0,50,100,210
"['Inner Focus', 'Multiscale']",Dragonite,149,Sp Defense,dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,600,45,1,2.2,0,50,100,210
"['Inner Focus', 'Multiscale']",Dragonite,149,Speed,dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,600,45,1,2.2,0,50,80,210
"['Pressure', 'Unnerve']",Mewtwo,150,Attack,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,780,3,1,2,1,0,150,122
"['Pressure', 'Unnerve']",Mewtwo,150,Defense,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,780,3,1,2,1,0,70,122
"['Pressure', 'Unnerve']",Mewtwo,150,Hp,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,780,3,1,2,1,0,106,122
"['Pressure', 'Unnerve']",Mewtwo,150,Sp Attack,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,780,3,1,2,1,0,194,122
"['Pressure', 'Unnerve']",Mewtwo,150,Sp Defense,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,780,3,1,2,1,0,120,122
"['Pressure', 'Unnerve']",Mewtwo,150,Speed,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,780,3,1,2,1,0,140,122
['Synchronize'],Mew,151,Attack,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,600,45,1,0.4,1,0,100,4
['Synchronize'],Mew,151,Defense,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,600,45,1,0.4,1,0,100,4
['Synchronize'],Mew,151,Hp,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,600,45,1,0.4,1,0,100,4
['Synchronize'],Mew,151,Sp Attack,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,600,45,1,0.4,1,0,100,4
['Synchronize'],Mew,151,Sp Defense,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,600,45,1,0.4,1,0,100,4
['Synchronize'],Mew,151,Speed,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,600,45,1,0.4,1,0,100,4
"['Overgrow', 'Leaf Guard']",Chikorita,152,Attack,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,318,45,2,0.9,0,88.1,49,6.4
"['Overgrow', 'Leaf Guard']",Chikorita,152,Defense,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,318,45,2,0.9,0,88.1,65,6.4
"['Overgrow', 'Leaf Guard']",Chikorita,152,Hp,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,318,45,2,0.9,0,88.1,45,6.4
"['Overgrow', 'Leaf Guard']",Chikorita,152,Sp Attack,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,318,45,2,0.9,0,88.1,49,6.4
"['Overgrow', 'Leaf Guard']",Chikorita,152,Sp Defense,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,318,45,2,0.9,0,88.1,65,6.4
"['Overgrow', 'Leaf Guard']",Chikorita,152,Speed,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,318,45,2,0.9,0,88.1,45,6.4
"['Overgrow', 'Leaf Guard']",Bayleef,153,Attack,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,405,45,2,1.2,0,88.1,62,15.8
"['Overgrow', 'Leaf Guard']",Bayleef,153,Defense,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,405,45,2,1.2,0,88.1,80,15.8
"['Overgrow', 'Leaf Guard']",Bayleef,153,Hp,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,405,45,2,1.2,0,88.1,60,15.8
"['Overgrow', 'Leaf Guard']",Bayleef,153,Sp Attack,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,405,45,2,1.2,0,88.1,63,15.8
"['Overgrow', 'Leaf Guard']",Bayleef,153,Sp Defense,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,405,45,2,1.2,0,88.1,80,15.8
"['Overgrow', 'Leaf Guard']",Bayleef,153,Speed,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,405,45,2,1.2,0,88.1,60,15.8
"['Overgrow', 'Leaf Guard']",Meganium,154,Attack,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,525,45,2,1.8,0,88.1,82,100.5
"['Overgrow', 'Leaf Guard']",Meganium,154,Defense,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,525,45,2,1.8,0,88.1,100,100.5
"['Overgrow', 'Leaf Guard']",Meganium,154,Hp,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,525,45,2,1.8,0,88.1,80,100.5
"['Overgrow', 'Leaf Guard']",Meganium,154,Sp Attack,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,525,45,2,1.8,0,88.1,83,100.5
"['Overgrow', 'Leaf Guard']",Meganium,154,Sp Defense,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,525,45,2,1.8,0,88.1,100,100.5
"['Overgrow', 'Leaf Guard']",Meganium,154,Speed,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,525,45,2,1.8,0,88.1,80,100.5
"['Blaze', 'Flash Fire']",Cyndaquil,155,Attack,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,309,45,2,0.5,0,88.1,52,7.9
"['Blaze', 'Flash Fire']",Cyndaquil,155,Defense,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,309,45,2,0.5,0,88.1,43,7.9
"['Blaze', 'Flash Fire']",Cyndaquil,155,Hp,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,309,45,2,0.5,0,88.1,39,7.9
"['Blaze', 'Flash Fire']",Cyndaquil,155,Sp Attack,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,309,45,2,0.5,0,88.1,60,7.9
"['Blaze', 'Flash Fire']",Cyndaquil,155,Sp Defense,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,309,45,2,0.5,0,88.1,50,7.9
"['Blaze', 'Flash Fire']",Cyndaquil,155,Speed,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,309,45,2,0.5,0,88.1,65,7.9
"['Blaze', 'Flash Fire']",Quilava,156,Attack,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,405,45,2,0.9,0,88.1,64,19
"['Blaze', 'Flash Fire']",Quilava,156,Defense,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,405,45,2,0.9,0,88.1,58,19
"['Blaze', 'Flash Fire']",Quilava,156,Hp,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,405,45,2,0.9,0,88.1,58,19
"['Blaze', 'Flash Fire']",Quilava,156,Sp Attack,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,405,45,2,0.9,0,88.1,80,19
"['Blaze', 'Flash Fire']",Quilava,156,Sp Defense,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,405,45,2,0.9,0,88.1,65,19
"['Blaze', 'Flash Fire']",Quilava,156,Speed,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,405,45,2,0.9,0,88.1,80,19
"['Blaze', 'Flash Fire']",Typhlosion,157,Attack,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,534,45,2,1.7,0,88.1,84,79.5
"['Blaze', 'Flash Fire']",Typhlosion,157,Defense,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,534,45,2,1.7,0,88.1,78,79.5
"['Blaze', 'Flash Fire']",Typhlosion,157,Hp,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,534,45,2,1.7,0,88.1,78,79.5
"['Blaze', 'Flash Fire']",Typhlosion,157,Sp Attack,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,534,45,2,1.7,0,88.1,109,79.5
"['Blaze', 'Flash Fire']",Typhlosion,157,Sp Defense,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,534,45,2,1.7,0,88.1,85,79.5
"['Blaze', 'Flash Fire']",Typhlosion,157,Speed,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,534,45,2,1.7,0,88.1,100,79.5
"['Torrent', 'Sheer Force']",Totodile,158,Attack,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,314,45,2,0.6,0,88.1,65,9.5
"['Torrent', 'Sheer Force']",Totodile,158,Defense,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,314,45,2,0.6,0,88.1,64,9.5
"['Torrent', 'Sheer Force']",Totodile,158,Hp,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,314,45,2,0.6,0,88.1,50,9.5
"['Torrent', 'Sheer Force']",Totodile,158,Sp Attack,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,314,45,2,0.6,0,88.1,44,9.5
"['Torrent', 'Sheer Force']",Totodile,158,Sp Defense,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,314,45,2,0.6,0,88.1,48,9.5
"['Torrent', 'Sheer Force']",Totodile,158,Speed,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,314,45,2,0.6,0,88.1,43,9.5
"['Torrent', 'Sheer Force']",Croconaw,159,Attack,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,405,45,2,1.1,0,88.1,80,25
"['Torrent', 'Sheer Force']",Croconaw,159,Defense,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,405,45,2,1.1,0,88.1,80,25
"['Torrent', 'Sheer Force']",Croconaw,159,Hp,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,405,45,2,1.1,0,88.1,65,25
"['Torrent', 'Sheer Force']",Croconaw,159,Sp Attack,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,405,45,2,1.1,0,88.1,59,25
"['Torrent', 'Sheer Force']",Croconaw,159,Sp Defense,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,405,45,2,1.1,0,88.1,63,25
"['Torrent', 'Sheer Force']",Croconaw,159,Speed,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,405,45,2,1.1,0,88.1,58,25
"['Torrent', 'Sheer Force']",Feraligatr,160,Attack,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,530,45,2,2.3,0,88.1,105,88.8
"['Torrent', 'Sheer Force']",Feraligatr,160,Defense,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,530,45,2,2.3,0,88.1,100,88.8
"['Torrent', 'Sheer Force']",Feraligatr,160,Hp,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,530,45,2,2.3,0,88.1,85,88.8
"['Torrent', 'Sheer Force']",Feraligatr,160,Sp Attack,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,530,45,2,2.3,0,88.1,79,88.8
"['Torrent', 'Sheer Force']",Feraligatr,160,Sp Defense,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,530,45,2,2.3,0,88.1,83,88.8
"['Torrent', 'Sheer Force']",Feraligatr,160,Speed,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,530,45,2,2.3,0,88.1,78,88.8
"['Run Away', 'Keen Eye', 'Frisk']",Sentret,161,Attack,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,215,255,2,0.8,0,50,46,6
"['Run Away', 'Keen Eye', 'Frisk']",Sentret,161,Defense,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,215,255,2,0.8,0,50,34,6
"['Run Away', 'Keen Eye', 'Frisk']",Sentret,161,Hp,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,215,255,2,0.8,0,50,35,6
"['Run Away', 'Keen Eye', 'Frisk']",Sentret,161,Sp Attack,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,215,255,2,0.8,0,50,35,6
"['Run Away', 'Keen Eye', 'Frisk']",Sentret,161,Sp Defense,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,215,255,2,0.8,0,50,45,6
"['Run Away', 'Keen Eye', 'Frisk']",Sentret,161,Speed,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,215,255,2,0.8,0,50,20,6
"['Run Away', 'Keen Eye', 'Frisk']",Furret,162,Attack,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,415,90,2,1.8,0,50,76,32.5
"['Run Away', 'Keen Eye', 'Frisk']",Furret,162,Defense,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,415,90,2,1.8,0,50,64,32.5
"['Run Away', 'Keen Eye', 'Frisk']",Furret,162,Hp,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,415,90,2,1.8,0,50,85,32.5
"['Run Away', 'Keen Eye', 'Frisk']",Furret,162,Sp Attack,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,415,90,2,1.8,0,50,45,32.5
"['Run Away', 'Keen Eye', 'Frisk']",Furret,162,Sp Defense,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,415,90,2,1.8,0,50,55,32.5
"['Run Away', 'Keen Eye', 'Frisk']",Furret,162,Speed,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,415,90,2,1.8,0,50,90,32.5
"['Insomnia', 'Keen Eye', 'Tinted Lens']",Hoothoot,163,Attack,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,262,255,2,0.7,0,50,30,21.2
"['Insomnia', 'Keen Eye', 'Tinted Lens']",Hoothoot,163,Defense,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,262,255,2,0.7,0,50,30,21.2
"['Insomnia', 'Keen Eye', 'Tinted Lens']",Hoothoot,163,Hp,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,262,255,2,0.7,0,50,60,21.2
"['Insomnia', 'Keen Eye', 'Tinted Lens']",Hoothoot,163,Sp Attack,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,262,255,2,0.7,0,50,36,21.2
"['Insomnia', 'Keen Eye', 'Tinted Lens']",Hoothoot,163,Sp Defense,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,262,255,2,0.7,0,50,56,21.2
"['Insomnia', 'Keen Eye', 'Tinted Lens']",Hoothoot,163,Speed,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,262,255,2,0.7,0,50,50,21.2
"['Insomnia', 'Keen Eye', 'Tinted Lens']",Noctowl,164,Attack,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,452,90,2,1.6,0,50,50,40.8
"['Insomnia', 'Keen Eye', 'Tinted Lens']",Noctowl,164,Defense,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,452,90,2,1.6,0,50,50,40.8
"['Insomnia', 'Keen Eye', 'Tinted Lens']",Noctowl,164,Hp,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,452,90,2,1.6,0,50,100,40.8
