Abilities,Name,Pokedex Number,Type,Types1&2 Name,Against Bug,Against Dark,Against Dragon,Against Electric,Against Fairy,Against Fight,Against Fire,Against Flying,Against Ghost,Against Grass,Against Ground,Against Ice,Against Normal,Against Poison,Against Psychic,Against Rock,Against Steel,Against Water,Attack,Base Total,Capture Rate,Defense,Generation,Height M,Hp,Is Legendary,Is Mythic,Is Ultra Beast,Percentage Male,Sp Attack,Sp Defense,Speed,Weight Kg
"['Thick Fat', 'Huge Power', 'Sap Sipper']",Azumarill,184,water,Type1,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,50,420,75,80,2,0.8,100,0,0,0,50,60,80,50,28.5
"['Thick Fat', 'Huge Power', 'Sap Sipper']",Azumarill,184,fairy,Type2,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,50,420,75,80,2,0.8,100,0,0,0,50,60,80,50,28.5
"['Sturdy', 'Rock Head', 'Rattled']",Sudowoodo,185,rock,Type1,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,410,65,115,2,1.2,70,0,0,0,50,30,65,30,38
"['Sturdy', 'Rock Head', 'Rattled']",Sudowoodo,185,,Type2,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,410,65,115,2,1.2,70,0,0,0,50,30,65,30,38
"['Water Absorb', 'Damp', 'Drizzle']",Politoed,186,water,Type1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,500,45,75,2,1.1,90,0,0,0,50,90,100,70,33.9
"['Water Absorb', 'Damp', 'Drizzle']",Politoed,186,,Type2,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,500,45,75,2,1.1,90,0,0,0,50,90,100,70,33.9
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",Hoppip,187,grass,Type1,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,35,250,255,40,2,0.4,35,0,0,0,50,35,55,50,0.5
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",Hoppip,187,flying,Type2,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,35,250,255,40,2,0.4,35,0,0,0,50,35,55,50,0.5
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",Skiploom,188,grass,Type1,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,45,340,120,50,2,0.6,55,0,0,0,50,45,65,80,1
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",Skiploom,188,flying,Type2,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,45,340,120,50,2,0.6,55,0,0,0,50,45,65,80,1
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",Jumpluff,189,grass,Type1,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,460,45,70,2,0.8,75,0,0,0,50,55,95,110,3
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",Jumpluff,189,flying,Type2,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,460,45,70,2,0.8,75,0,0,0,50,55,95,110,3
"['Run Away', 'Pickup', 'Skill Link']",Aipom,190,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,360,45,55,2,0.8,55,0,0,0,50,40,55,85,11.5
"['Run Away', 'Pickup', 'Skill Link']",Aipom,190,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,360,45,55,2,0.8,55,0,0,0,50,40,55,85,11.5
"['Chlorophyll', 'Solar Power', 'Early Bird']",Sunkern,191,grass,Type1,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30,180,235,30,2,0.3,30,0,0,0,50,30,30,30,1.8
"['Chlorophyll', 'Solar Power', 'Early Bird']",Sunkern,191,,Type2,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30,180,235,30,2,0.3,30,0,0,0,50,30,30,30,1.8
"['Chlorophyll', 'Solar Power', 'Early Bird']",Sunflora,192,grass,Type1,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,425,120,55,2,0.8,75,0,0,0,50,105,85,30,8.5
"['Chlorophyll', 'Solar Power', 'Early Bird']",Sunflora,192,,Type2,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,425,120,55,2,0.8,75,0,0,0,50,105,85,30,8.5
"['Speed Boost', 'Compoundeyes', 'Frisk']",Yanma,193,bug,Type1,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,65,390,75,45,2,1.2,65,0,0,0,50,75,45,95,38
"['Speed Boost', 'Compoundeyes', 'Frisk']",Yanma,193,flying,Type2,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,65,390,75,45,2,1.2,65,0,0,0,50,75,45,95,38
"['Damp', 'Water Absorb', 'Unaware']",Wooper,194,water,Type1,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,45,210,255,45,2,0.4,55,0,0,0,50,25,25,15,8.5
"['Damp', 'Water Absorb', 'Unaware']",Wooper,194,ground,Type2,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,45,210,255,45,2,0.4,55,0,0,0,50,25,25,15,8.5
"['Damp', 'Water Absorb', 'Unaware']",Quagsire,195,water,Type1,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,430,90,85,2,1.4,95,0,0,0,50,65,65,35,75
"['Damp', 'Water Absorb', 'Unaware']",Quagsire,195,ground,Type2,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,430,90,85,2,1.4,95,0,0,0,50,65,65,35,75
"['Synchronize', 'Magic Bounce']",Espeon,196,psychic,Type1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,525,45,60,2,0.9,65,0,0,0,88.1,130,95,110,26.5
"['Synchronize', 'Magic Bounce']",Espeon,196,,Type2,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,525,45,60,2,0.9,65,0,0,0,88.1,130,95,110,26.5
"['Synchronize', 'Inner Focus']",Umbreon,197,dark,Type1,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,525,45,110,2,1,95,0,0,0,88.1,60,130,65,27
"['Synchronize', 'Inner Focus']",Umbreon,197,,Type2,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,525,45,110,2,1,95,0,0,0,88.1,60,130,65,27
"['Insomnia', 'Super Luck', 'Prankster']",Murkrow,198,dark,Type1,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,85,405,30,42,2,0.5,60,0,0,0,50,85,42,91,2.1
"['Insomnia', 'Super Luck', 'Prankster']",Murkrow,198,flying,Type2,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,85,405,30,42,2,0.5,60,0,0,0,50,85,42,91,2.1
"['Oblivious', 'Own Tempo', 'Regenerator']",Slowking,199,water,Type1,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,490,70,80,2,2,95,0,0,0,50,100,110,30,79.5
"['Oblivious', 'Own Tempo', 'Regenerator']",Slowking,199,psychic,Type2,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,490,70,80,2,2,95,0,0,0,50,100,110,30,79.5
['Levitate'],Misdreavus,200,ghost,Type1,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,435,45,60,2,0.7,60,0,0,0,50,85,85,85,1
['Levitate'],Misdreavus,200,,Type2,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,435,45,60,2,0.7,60,0,0,0,50,85,85,85,1
['Levitate'],Unown,201,psychic,Type1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,72,336,225,48,2,0.5,48,0,0,0,0,72,48,48,5
['Levitate'],Unown,201,,Type2,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,72,336,225,48,2,0.5,48,0,0,0,0,72,48,48,5
"['Shadow Tag', 'Telepathy']",Wobbuffet,202,psychic,Type1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,33,405,45,58,2,1.3,190,0,0,0,50,33,58,33,28.5
"['Shadow Tag', 'Telepathy']",Wobbuffet,202,,Type2,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,33,405,45,58,2,1.3,190,0,0,0,50,33,58,33,28.5
"['Inner Focus', 'Early Bird', 'Sap Sipper']",Girafarig,203,normal,Type1,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,80,455,60,65,2,1.5,70,0,0,0,50,90,65,85,41.5
"['Inner Focus', 'Early Bird', 'Sap Sipper']",Girafarig,203,psychic,Type2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,80,455,60,65,2,1.5,70,0,0,0,50,90,65,85,41.5
"['Sturdy', 'Overcoat']",Pineco,204,bug,Type1,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,65,290,190,90,2,0.6,50,0,0,0,50,35,35,15,7.2
"['Sturdy', 'Overcoat']",Pineco,204,,Type2,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,65,290,190,90,2,0.6,50,0,0,0,50,35,35,15,7.2
"['Sturdy', 'Overcoat']",Forretress,205,bug,Type1,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,90,465,75,140,2,1.2,75,0,0,0,50,60,60,40,125.8
"['Sturdy', 'Overcoat']",Forretress,205,steel,Type2,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,90,465,75,140,2,1.2,75,0,0,0,50,60,60,40,125.8
"['Serene Grace', 'Run Away', 'Rattled']",Dunsparce,206,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,415,190,70,2,1.5,100,0,0,0,50,65,65,45,14
"['Serene Grace', 'Run Away', 'Rattled']",Dunsparce,206,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,415,190,70,2,1.5,100,0,0,0,50,65,65,45,14
"['Hyper Cutter', 'Sand Veil', 'Immunity']",Gligar,207,ground,Type1,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,75,430,60,105,2,1.1,65,0,0,0,50,35,65,85,64.8
"['Hyper Cutter', 'Sand Veil', 'Immunity']",Gligar,207,flying,Type2,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,75,430,60,105,2,1.1,65,0,0,0,50,35,65,85,64.8
"['Rock Head', 'Sturdy', 'Sheer Force']",Steelix,208,steel,Type1,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,125,610,25,230,2,9.2,75,0,0,0,50,55,95,30,400
"['Rock Head', 'Sturdy', 'Sheer Force']",Steelix,208,ground,Type2,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,125,610,25,230,2,9.2,75,0,0,0,50,55,95,30,400
"['Intimidate', 'Run Away', 'Rattled']",Snubbull,209,fairy,Type1,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,300,190,50,2,0.6,60,0,0,0,24.6,40,40,30,7.8
"['Intimidate', 'Run Away', 'Rattled']",Snubbull,209,,Type2,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,300,190,50,2,0.6,60,0,0,0,24.6,40,40,30,7.8
"['Intimidate', 'Quick Feet', 'Rattled']",Granbull,210,fairy,Type1,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,120,450,75,75,2,1.4,90,0,0,0,24.6,60,60,45,48.7
"['Intimidate', 'Quick Feet', 'Rattled']",Granbull,210,,Type2,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,120,450,75,75,2,1.4,90,0,0,0,24.6,60,60,45,48.7
"['Poison Point', 'Swift Swim', 'Intimidate']",Qwilfish,211,water,Type1,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,95,440,45,85,2,0.5,65,0,0,0,50,55,55,85,3.9
"['Poison Point', 'Swift Swim', 'Intimidate']",Qwilfish,211,poison,Type2,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,95,440,45,85,2,0.5,65,0,0,0,50,55,55,85,3.9
"['Swarm', 'Technician', 'Light Metal']",Scizor,212,bug,Type1,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,150,600,25,140,2,1.8,70,0,0,0,50,65,100,75,118
"['Swarm', 'Technician', 'Light Metal']",Scizor,212,steel,Type2,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,150,600,25,140,2,1.8,70,0,0,0,50,65,100,75,118
"['Sturdy', 'Gluttony', 'Contrary']",Shuckle,213,bug,Type1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,10,505,190,230,2,0.6,20,0,0,0,50,10,230,5,20.5
"['Sturdy', 'Gluttony', 'Contrary']",Shuckle,213,rock,Type2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,10,505,190,230,2,0.6,20,0,0,0,50,10,230,5,20.5
"['Swarm', 'Guts', 'Moxie']",Heracross,214,bug,Type1,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,185,600,45,115,2,1.5,80,0,0,0,50,40,105,75,54
"['Swarm', 'Guts', 'Moxie']",Heracross,214,fighting,Type2,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,185,600,45,115,2,1.5,80,0,0,0,50,40,105,75,54
"['Inner Focus', 'Keen Eye', 'Pickpocket']",Sneasel,215,dark,Type1,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,95,430,60,55,2,0.9,55,0,0,0,50,35,75,115,28
"['Inner Focus', 'Keen Eye', 'Pickpocket']",Sneasel,215,ice,Type2,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,95,430,60,55,2,0.9,55,0,0,0,50,35,75,115,28
"['Pickup', 'Quick Feet', 'Honey Gather']",Teddiursa,216,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,330,120,50,2,0.6,60,0,0,0,50,50,50,40,8.8
"['Pickup', 'Quick Feet', 'Honey Gather']",Teddiursa,216,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,330,120,50,2,0.6,60,0,0,0,50,50,50,40,8.8
"['Guts', 'Quick Feet', 'Unnerve']",Ursaring,217,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,130,500,60,75,2,1.8,90,0,0,0,50,75,75,55,125.8
"['Guts', 'Quick Feet', 'Unnerve']",Ursaring,217,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,130,500,60,75,2,1.8,90,0,0,0,50,75,75,55,125.8
"['Magma Armor', 'Flame Body', 'Weak Armor']",Slugma,218,fire,Type1,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,40,250,190,40,2,0.7,40,0,0,0,50,70,40,20,35
"['Magma Armor', 'Flame Body', 'Weak Armor']",Slugma,218,,Type2,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,40,250,190,40,2,0.7,40,0,0,0,50,70,40,20,35
"['Magma Armor', 'Flame Body', 'Weak Armor']",Magcargo,219,fire,Type1,0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,50,430,75,120,2,0.8,60,0,0,0,50,90,80,30,55
"['Magma Armor', 'Flame Body', 'Weak Armor']",Magcargo,219,rock,Type2,0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,50,430,75,120,2,0.8,60,0,0,0,50,90,80,30,55
"['Oblivious', 'Snow Cloak', 'Thick Fat']",Swinub,220,ice,Type1,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,50,250,225,40,2,0.4,50,0,0,0,50,30,30,50,6.5
"['Oblivious', 'Snow Cloak', 'Thick Fat']",Swinub,220,ground,Type2,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,50,250,225,40,2,0.4,50,0,0,0,50,30,30,50,6.5
"['Oblivious', 'Snow Cloak', 'Thick Fat']",Piloswine,221,ice,Type1,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,100,450,75,80,2,1.1,100,0,0,0,50,60,60,50,55.8
"['Oblivious', 'Snow Cloak', 'Thick Fat']",Piloswine,221,ground,Type2,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,100,450,75,80,2,1.1,100,0,0,0,50,60,60,50,55.8
"['Hustle', 'Natural Cure', 'Regenerator']",Corsola,222,water,Type1,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,55,410,60,95,2,0.6,65,0,0,0,24.6,65,95,35,5
"['Hustle', 'Natural Cure', 'Regenerator']",Corsola,222,rock,Type2,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,55,410,60,95,2,0.6,65,0,0,0,24.6,65,95,35,5
"['Hustle', 'Sniper', 'Moody']",Remoraid,223,water,Type1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,300,190,35,2,0.6,35,0,0,0,50,65,35,65,12
"['Hustle', 'Sniper', 'Moody']",Remoraid,223,,Type2,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,300,190,35,2,0.6,35,0,0,0,50,65,35,65,12
"['Suction Cups', 'Sniper', 'Moody']",Octillery,224,water,Type1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,480,75,75,2,0.9,75,0,0,0,50,105,75,45,28.5
"['Suction Cups', 'Sniper', 'Moody']",Octillery,224,,Type2,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,480,75,75,2,0.9,75,0,0,0,50,105,75,45,28.5
"['Vital Spirit', 'Hustle', 'Insomnia']",Delibird,225,ice,Type1,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,55,330,45,45,2,0.9,45,0,0,0,50,65,45,75,16
"['Vital Spirit', 'Hustle', 'Insomnia']",Delibird,225,flying,Type2,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,55,330,45,45,2,0.9,45,0,0,0,50,65,45,75,16
"['Swift Swim', 'Water Absorb', 'Water Veil']",Mantine,226,water,Type1,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,40,485,25,70,2,2.1,85,0,0,0,50,80,140,70,220
"['Swift Swim', 'Water Absorb', 'Water Veil']",Mantine,226,flying,Type2,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,40,485,25,70,2,2.1,85,0,0,0,50,80,140,70,220
"['Keen Eye', 'Sturdy', 'Weak Armor']",Skarmory,227,steel,Type1,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,80,465,25,140,2,1.7,65,0,0,0,50,40,70,70,50.5
"['Keen Eye', 'Sturdy', 'Weak Armor']",Skarmory,227,flying,Type2,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,80,465,25,140,2,1.7,65,0,0,0,50,40,70,70,50.5
"['Early Bird', 'Flash Fire', 'Unnerve']",Houndour,228,dark,Type1,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,60,330,120,30,2,0.6,45,0,0,0,50,80,50,65,10.8
"['Early Bird', 'Flash Fire', 'Unnerve']",Houndour,228,fire,Type2,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,60,330,120,30,2,0.6,45,0,0,0,50,80,50,65,10.8
"['Early Bird', 'Flash Fire', 'Unnerve']",Houndoom,229,dark,Type1,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,90,600,45,90,2,1.4,75,0,0,0,50,140,90,115,35
"['Early Bird', 'Flash Fire', 'Unnerve']",Houndoom,229,fire,Type2,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,90,600,45,90,2,1.4,75,0,0,0,50,140,90,115,35
"['Swift Swim', 'Sniper', 'Damp']",Kingdra,230,water,Type1,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,95,540,45,95,2,1.8,75,0,0,0,50,95,95,85,152
"['Swift Swim', 'Sniper', 'Damp']",Kingdra,230,dragon,Type2,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,95,540,45,95,2,1.8,75,0,0,0,50,95,95,85,152
"['Pickup', 'Sand Veil']",Phanpy,231,ground,Type1,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,330,120,60,2,0.5,90,0,0,0,50,40,40,40,33.5
"['Pickup', 'Sand Veil']",Phanpy,231,,Type2,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,330,120,60,2,0.5,90,0,0,0,50,40,40,40,33.5
"['Sturdy', 'Sand Veil']",Donphan,232,ground,Type1,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,120,500,60,120,2,1.1,90,0,0,0,50,60,60,50,120
"['Sturdy', 'Sand Veil']",Donphan,232,,Type2,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,120,500,60,120,2,1.1,90,0,0,0,50,60,60,50,120
"['Trace', 'Download', 'Analytic']",Porygon2,233,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,515,45,90,2,0.6,85,0,0,0,0,105,95,60,32.5
"['Trace', 'Download', 'Analytic']",Porygon2,233,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,515,45,90,2,0.6,85,0,0,0,0,105,95,60,32.5
"['Intimidate', 'Frisk', 'Sap Sipper']",Stantler,234,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,465,45,62,2,1.4,73,0,0,0,50,85,65,85,71.2
"['Intimidate', 'Frisk', 'Sap Sipper']",Stantler,234,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,465,45,62,2,1.4,73,0,0,0,50,85,65,85,71.2
"['Own Tempo', 'Technician', 'Moody']",Smeargle,235,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,20,250,45,35,2,1.2,55,0,0,0,50,20,45,75,58
"['Own Tempo', 'Technician', 'Moody']",Smeargle,235,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,20,250,45,35,2,1.2,55,0,0,0,50,20,45,75,58
"['Guts', 'Steadfast', 'Vital Spirit']",Tyrogue,236,fighting,Type1,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,35,210,75,35,2,0.7,35,0,0,0,100,35,35,35,21
"['Guts', 'Steadfast', 'Vital Spirit']",Tyrogue,236,,Type2,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,35,210,75,35,2,0.7,35,0,0,0,100,35,35,35,21
"['Intimidate', 'Technician', 'Steadfast']",Hitmontop,237,fighting,Type1,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,95,455,45,95,2,1.4,50,0,0,0,100,35,110,70,48
"['Intimidate', 'Technician', 'Steadfast']",Hitmontop,237,,Type2,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,95,455,45,95,2,1.4,50,0,0,0,100,35,110,70,48
"['Oblivious', 'Forewarn', 'Hydration']",Smoochum,238,ice,Type1,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,30,305,45,15,2,0.4,45,0,0,0,0,85,65,65,6
"['Oblivious', 'Forewarn', 'Hydration']",Smoochum,238,psychic,Type2,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,30,305,45,15,2,0.4,45,0,0,0,0,85,65,65,6
"['Static', 'Vital Spirit']",Elekid,239,electric,Type1,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,63,360,45,37,2,0.6,45,0,0,0,75.4,65,55,95,23.5
"['Static', 'Vital Spirit']",Elekid,239,,Type2,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,63,360,45,37,2,0.6,45,0,0,0,75.4,65,55,95,23.5
"['Flame Body', 'Vital Spirit']",Magby,240,fire,Type1,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,365,45,37,2,0.7,45,0,0,0,75.4,70,55,83,21.4
"['Flame Body', 'Vital Spirit']",Magby,240,,Type2,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,365,45,37,2,0.7,45,0,0,0,75.4,70,55,83,21.4
"['Thick Fat', 'Scrappy', 'Sap Sipper']",Miltank,241,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,490,45,105,2,1.2,95,0,0,0,0,40,70,100,75.5
"['Thick Fat', 'Scrappy', 'Sap Sipper']",Miltank,241,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,490,45,105,2,1.2,95,0,0,0,0,40,70,100,75.5
"['Natural Cure', 'Serene Grace', 'Healer']",Blissey,242,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10,540,30,10,2,1.5,255,0,0,0,0,75,135,55,46.8
"['Natural Cure', 'Serene Grace', 'Healer']",Blissey,242,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10,540,30,10,2,1.5,255,0,0,0,0,75,135,55,46.8
"['Pressure', 'Inner Focus']",Raikou,243,electric,Type1,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,580,3,75,2,1.9,90,1,0,0,0,115,100,115,178
"['Pressure', 'Inner Focus']",Raikou,243,,Type2,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,580,3,75,2,1.9,90,1,0,0,0,115,100,115,178
"['Pressure', 'Inner Focus']",Entei,244,fire,Type1,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,115,580,3,85,2,2.1,115,1,0,0,0,90,75,100,198
